FECHA,PM 10,O3,NO2,CO,SO2,MAXIMO,CONTAMINANTE,EST.,ZONA,,,,
01/01/2014,125,50,32,39,7,125,PM10,SC,NORTE,,,,
02/01/2014,72,46,35,22,9,72,PM10,SC,NORTE,,,,
03/01/2014,57,50,33,20,6,57,PM10,SC,NORTE,,,,
04/01/2014,104,67,36,25,9,104,PM10,SC,NORTE,,,,
05/01/2014,95,74,35,27,8,95,PM10,SC,NORTE,,,,
06/01/2014,103,53,34,24,9,103,PM10,SC,NORTE,,,,
07/01/2014,75,41,34,21,11,75,PM10,SC,NORTE,,,,
08/01/2014,121,50,39,24,20,121,PM10,SC,NORTE,,,,
09/01/2014,121,45,47,32,19,121,PM10,SC,NORTE,,,,
10/01/2014,127,40,50,31,13,127,PM10,SC,NORTE,,,,
11/01/2014,86,55,38,36,12,86,PM10,SC,NORTE,,,,
12/01/2014,92,44,34,25,7,92,PM10,SC,NORTE,,,,
13/01/2014,73,51,37,31,15,73,PM10,SC,NORTE,,,,
14/01/2014,93,45,37,26,17,93,PM10,SC,NORTE,,,,
15/01/2014,53,52,37,20,10,53,PM10,SC,NORTE,,,,
16/01/2014,87,55,44,23,16,87,PM10,CE,CENTRO,,,,
17/01/2014,81,65,42,32,14,81,PM10,SM,SUR,,,,
18/01/2014,83,75,46,25,16,83,PM10,AP,NORTE,,,,
19/01/2014,87,98,46,24,12,98,O3,OX,CENTRO,,,,
20/01/2014,86,49,46,28,13,86,PM10,AP,NORTE,,,,
21/01/2014,117,64,39,29,13,117,PM10,SC,NORTE,,,,
22/01/2014,112,69,46,32,14,112,PM10,SC,NORTE,,,,
23/01/2014,123,77,44,23,15,123,PM10,SC,NORTE,,,,
24/01/2014,114,91,38,30,12,114,PM10,SC,NORTE,,,,
25/01/2014,106,75,54,21,8,106,PM10,SC,NORTE,,,,
26/01/2014,82,70,38,22,9,82,PM10,SC,NORTE,,,,
27/01/2014,103,79,59,26,14,103,PM10,SC,NORTE,,,,
28/01/2014,101,58,44,24,17,101,PM10,SM,SUR,,,,
29/01/2014,105,60,35,25,13,105,PM10,SC,NORTE,,,,
30/01/2014,113,65,46,24,14,113,PM10,SC,NORTE,,,,
31/01/2014,106,68,42,26,15,106,PM10,SC,NORTE,,,,
01/02/2014,112,72,52,22,9,112,PM10,SC,NORTE,,,,
02/02/2014,91,82,28,20,7,91,PM10,SC,NORTE,,,,
03/02/2014,112,70,36,20,8,112,PM10,SC,NORTE,,,,
04/02/2014,113,78,47,25,15,113,PM10,SC,NORTE,,,,
05/02/2014,128,61,40,27,18,128,PM10,SC,NORTE,,,,
06/02/2014,106,66,40,27,16,106,PM10,SC,NORTE,,,,
07/02/2014,101,86,34,26,15,101,PM10,SC,NORTE,,,,
08/02/2014,74,82,45,30,11,82,O3,CB,SUR,,,,
09/02/2014,77,65,31,22,8,77,PM10,SC,NORTE,,,,
10/02/2014,99,68,46,28,15,99,PM10,SC,NORTE,,,,
11/02/2014,99,82,37,23,16,99,PM10,SC,NORTE,,,,
12/02/2014,101,58,39,28,13,101,PM10,SC,NORTE,,,,
13/02/2014,122,86,45,30,13,122,PM10,AP,NORTE,,,,
14/02/2014,113,71,44,26,10,113,PM10,SC,NORTE,,,,
15/02/2014,103,69,39,25,11,103,PM10,SC,NORTE,,,,
16/02/2014,105,76,30,19,10,105,PM10,SC,NORTE,,,,
17/02/2014,119,88,48,28,15,119,PM10,SC,NORTE,,,,
18/02/2014,134,103,46,28,15,134,PM10,SC,NORTE,,,,
19/02/2014,127,101,43,29,15,127,PM10,SC,NORTE,,,,
20/02/2014,121,124,44,23,15,124,O3,SC,NORTE,,,,
21/02/2014,127,74,40,33,14,127,PM10,SC,NORTE,,,,
22/02/2014,117,77,34,23,12,117,PM10,SC,NORTE,,,,
23/02/2014,91,73,24,20,10,91,PM10,SC,NORTE,,,,
24/02/2014,121,73,40,26,14,121,PM10,SC,NORTE,,,,
25/02/2014,106,100,32,21,16,106,PM10,SC,NORTE,,,,
26/02/2014,107,75,30,30,13,107,PM10,SC,NORTE,,,,
27/02/2014,138,75,31,18,12,138,PM10,SC,NORTE,,,,
28/02/2014,104,95,30,21,10,104,PM10,SC,NORTE,,,,
01/03/2014,106,75,37,28,12,106,PM10,SC,NORTE,,,,
02/03/2014,91,84,26,17,8,91,PM10,SC,NORTE,,,,
03/03/2014,117,78,38,21,15,117,PM10,SC,NORTE,,,,
04/03/2014,106,46,27,20,14,106,PM10,SC,NORTE,,,,
05/03/2014,113,75,28,22,15,113,PM10,SC,NORTE,,,,
06/03/2014,116,74,46,26,17,116,PM10,SC,NORTE,,,,
07/03/2014,122,51,35,19,12,122,PM10,SC,NORTE,,,,
08/03/2014,95,64,30,21,13,95,PM10,SC,NORTE,,,,
09/03/2014,64,35,18,15,12,64,PM10,SC,NORTE,,,,
10/03/2014,114,28,26,24,14,114,PM10,SC,NORTE,,,,
11/03/2014,108,38,28,23,19,108,PM10,SC,NORTE,,,,
12/03/2014,119,66,35,23,21,119,PM10,SC,NORTE,,,,
13/03/2014,126,51,26,19,14,126,PM10,SC,NORTE,,,,
14/03/2014,109,85,28,21,11,109,PM10,SC,NORTE,,,,
15/03/2014,104,81,34,18,10,104,PM10,SC,NORTE,,,,
16/03/2014,108,55,24,15,9,108,PM10,SC,NORTE,,,,
17/03/2014,90,42,18,10,7,90,PM10,SC,NORTE,,,,
18/03/2014,118,47,24,20,14,118,PM10,SC,NORTE,,,,
19/03/2014,104,63,25,20,15,104,PM10,SC,NORTE,,,,
20/03/2014,106,87,40,24,15,106,PM10,SC,NORTE,,,,
21/03/2014,93,87,39,21,14,93,PM10,SC,NORTE,,,,
22/03/2014,98,64,39,21,15,98,PM10,SC,NORTE,,,,
23/03/2014,92,63,32,15,13,92,PM10,SC,NORTE,,,,
24/03/2014,112,60,38,24,26,112,PM10,SC,NORTE,,,,
25/03/2014,85,67,39,25,20,85,PM10,SM,SUR,,,,
26/03/2014,100,55,25,20,21,100,PM10,SC,NORTE,,,,
27/03/2014,97,58,32,19,15,97,PM10,SC,NORTE,,,,
28/03/2014,91,58,37,22,11,91,PM10,SC,NORTE,,,,
29/03/2014,96,76,28,19,10,96,PM10,SC,NORTE,,,,
30/03/2014,77,67,22,15,10,77,PM10,SC,NORTE,,,,
31/03/2014,103,67,33,26,15,103,PM10,SC,NORTE,,,,
01/04/2014,104,81,36,22,17,104,PM10,SC,NORTE,,,,
02/04/2014,76,84,38,25,16,84,O3,SM,SUR,,,,
03/04/2014,82,75,27,27,18,82,PM10,SC,NORTE,,,,
04/04/2014,96,97,34,28,13,97,O3,CB,SUR,,,,
05/04/2014,93,65,25,16,13,93,PM10,SC,NORTE,,,,
06/04/2014,87,72,23,17,10,87,PM10,SC,NORTE,,,,
07/04/2014,97,76,36,24,16,97,PM10,SC,NORTE,,,,
08/04/2014,101,80,27,22,13,101,PM10,SC,NORTE,,,,
09/04/2014,96,87,31,22,22,96,PM10,SC,NORTE,,,,
10/04/2014,113,75,38,22,18,113,PM10,SC,NORTE,,,,
11/04/2014,114,85,42,27,18,114,PM10,SC,NORTE,,,,
12/04/2014,103,102,35,26,14,103,PM10,SC,NORTE,,,,
13/04/2014,99,99,29,19,9,99,"PM10, O3","SC, CB","NORTE, SUR",,,,
14/04/2014,68,84,30,26,10,84,O3,CB,SUR,,,,
15/04/2014,92,66,28,24,10,92,PM10,SC,NORTE,,,,
16/04/2014,70,71,33,22,9,71,O3,OX,CENTRO,,,,
17/04/2014,73,67,23,22,10,73,PM10,SC,NORTE,,,,
18/04/2014,66,79,23,16,9,79,O3,SC,NORTE,,,,
19/04/2014,36,71,22,17,8,71,O3,SC,NORTE,,,,
20/04/2014,40,73,21,20,9,73,O3,CB,SUR,,,,
21/04/2014,48,62,26,26,14,62,O3,SC,NORTE,,,,
22/04/2014,44,52,26,25,21,52,O3,SC,NORTE,,,,
23/04/2014,47,62,25,23,24,62,O3,SC,NORTE,,,,
24/04/2014,69,63,33,16,17,69,PM10,AP,NORTE,,,,
25/04/2014,59,66,26,15,7,66,O3,SC,NORTE,,,,
26/04/2014,84,55,30,16,15,84,PM10,SC,NORTE,,,,
27/04/2014,69,62,22,12,15,69,PM10,SC,NORTE,,,,
28/04/2014,80,68,30,19,23,80,PM10,SC,NORTE,,,,
29/04/2014,110,87,35,20,17,110,PM10,SC,NORTE,,,,
30/04/2014,111,61,35,24,13,111,PM10,SC,NORTE,,,,
01/05/2014,63,74,27,17,5,74,O3,SC,NORTE,,,,
02/05/2014,76,56,33,19,5,76,PM10,SC,NORTE,,,,
03/05/2014,82,62,28,19,6,82,PM10,SC,NORTE,,,,
04/05/2014,69,55,25,14,5,69,PM10,SC,NORTE,,,,
05/05/2014,63,67,37,19,9,67,O3,SC,NORTE,,,,
06/05/2014,80,77,38,26,11,80,PM10,AP,NORTE,,,,
07/05/2014,48,52,29,20,10,52,O3,OX,CENTRO,,,,
08/05/2014,32,41,27,20,8,41,O3,OX,CENTRO,,,,
09/05/2014,56,65,35,28,7,65,O3,CB,SUR,,,,
10/05/2014,51,73,33,19,5,73,O3,SC,NORTE,,,,
11/05/2014,43,65,23,16,5,65,O3,OX,CENTRO,,,,
12/05/2014,56,74,26,18,9,74,O3,CB,SUR,,,,
13/05/2014,67,54,27,20,9,67,PM10,SC,NORTE,,,,
14/05/2014,59,75,23,14,5,75,O3,CB,SUR,,,,
15/05/2014,66,67,32,14,9,67,O3,CB,SUR,,,,
16/05/2014,94,82,36,22,7,94,PM10,AP,NORTE,,,,
17/05/2014,76,75,37,20,11,76,PM10,SC,NORTE,,,,
18/05/2014,64,73,28,14,7,73,O3,SC,NORTE,,,,
19/05/2014,101,68,45,20,14,101,PM10,SC,NORTE,,,,
20/05/2014,102,71,44,21,15,102,PM10,SC,NORTE,,,,
21/05/2014,81,81,30,19,15,81,"PM10, O3","SC, CB","NORTE, SUR",,,,
22/05/2014,68,82,31,19,12,82,O3,SC,NORTE,,,,
23/05/2014,47,71,31,17,7,71,O3,SC,NORTE,,,,
24/05/2014,55,74,30,18,6,74,O3,SC,NORTE,,,,
25/05/2014,29,58,18,11,5,58,O3,SC,NORTE,,,,
26/05/2014,53,67,36,20,11,67,O3,SC,NORTE,,,,
27/05/2014,49,86,31,20,11,86,O3,SC,NORTE,,,,
28/05/2014,42,63,31,17,15,63,O3,"SM, SC","SUR, NORTE",,,,
29/05/2014,51,77,28,18,10,77,O3,SC,NORTE,,,,
30/05/2014,58,78,40,21,8,78,O3,SC,NORTE,,,,
31/05/2014,49,62,25,23,10,62,O3,SC,NORTE,,,,
01/06/2014,38,62,20,17,8,62,O3,SC,NORTE,,,,
02/06/2014,55,60,31,17,9,60,O3,CB,SUR,,,,
03/06/2014,62,69,30,20,11,69,O3,CB,SUR,,,,
04/06/2014,46,51,21,19,10,51,O3,SC,NORTE,,,,
05/06/2014,52,55,17,20,11,55,O3,CB,SUR,,,,
06/06/2014,41,46,14,16,9,46,O3,CB,SUR,,,,
07/06/2014,46,46,16,19,9,46,"PM10, O3","AP, SC",NORTE,,,,
08/06/2014,38,53,19,13,9,53,O3,SC,NORTE,,,,
09/06/2014,49,41,15,17,12,49,PM10,,NO EXISTE,,,,
10/06/2014,55,72,20,15,15,72,O3,CB,SUR,,,,
11/06/2014,41,44,25,21,17,44,O3,SC,NORTE,,,,
12/06/2014,56,76,26,20,18,76,O3,CB,SUR,,,,
13/06/2014,60,122,31,19,15,122,O3,CB,SUR,,,,
14/06/2014,60,95,27,18,7,95,O3,CB,SUR,,,,
15/06/2014,64,77,18,15,7,77,O3,CB,SUR,,,,
16/06/2014,91,101,27,21,12,101,O3,"CB, SC","SUR, NORTE",,,,
17/06/2014,41,69,26,17,18,69,O3,SC,NORTE,,,,
18/06/2014,55,70,29,20,11,70,O3,SC,NORTE,,,,
19/06/2014,49,59,22,18,15,59,O3,SC,NORTE,,,,
20/06/2014,45,49,23,22,7,49,O3,SC,NORTE,,,,
21/06/2014,39,55,20,14,6,55,O3,SC,NORTE,,,,
22/06/2014,41,75,20,11,6,75,O3,CB,SUR,,,,
23/06/2014,47,55,24,21,7,55,O3,SC,NORTE,,,,
24/06/2014,39,65,25,15,11,65,O3,SC,NORTE,,,,
25/06/2014,21,40,24,13,11,40,O3,SC,NORTE,,,,
26/06/2014,26,37,16,14,12,37,O3,SC,NORTE,,,,
27/06/2014,32,35,16,15,7,35,O3,SC,NORTE,,,,
28/06/2014,47,42,14,9,6,47,PM10,AP,NORTE,,,,
29/06/2014,33,40,18,11,7,40,O3,SC,NORTE,,,,
30/06/2014,14,25,14,13,6,25,O3,SC,NORTE,,,,
01/07/2014,24,29,19,12,11,29,O3,SC,NORTE,,,,
02/07/2014,37,61,26,17,13,61,O3,SC,NORTE,,,,
03/07/2014,42,45,28,23,12,45,O3,SC,NORTE,,,,
04/07/2014,32,44,19,16,12,44,O3,SC,NORTE,,,,
05/07/2014,31,46,25,15,10,46,O3,SC,NORTE,,,,
06/07/2014,28,46,18,10,10,46,O3,SC,NORTE,,,,
07/07/2014,36,51,21,15,8,51,O3,SC,NORTE,,,,
08/07/2014,48,50,31,16,8,50,O3,CB,SUR,,,,
09/07/2014,57,51,30,19,15,57,PM10,SC,NORTE,,,,
10/07/2014,55,55,34,16,15,55,"PM10, O3",SC,NORTE,,,,
11/07/2014,87,100,38,14,12,100,O3,OX,CENTRO,,,,
12/07/2014,48,68,29,14,10,68,O3,CB,SUR,,,,
13/07/2014,40,65,22,12,9,65,O3,SC,NORTE,,,,
14/07/2014,42,67,32,19,13,67,O3,CB,SUR,,,,
15/07/2014,52,71,34,19,12,71,O3,CB,SUR,,,,
16/07/2014,39,62,32,18,11,62,O3,SC,NORTE,,,,
17/07/2014,53,65,25,20,11,65,O3,SC,NORTE,,,,
18/07/2014,42,53,26,19,11,53,O3,OX,CENTRO,,,,
19/07/2014,48,43,23,13,11,48,PM10,SC,NORTE,,,,
20/07/2014,42,65,20,13,7,65,O3,OX,CENTRO,,,,
21/07/2014,50,67,32,19,12,67,O3,OX,"NORTE, SUR",,,,
22/07/2014,57,77,30,22,8,77,O3,SC,NORTE,,,,
23/07/2014,47,74,28,21,9,74,O3,OX,CENTRO,,,,
24/07/2014,46,40,29,19,11,46,PM10,AP,NORTE,,,,
25/07/2014,55,61,33,17,6,61,O3,OX,CENTRO,,,,
26/07/2014,53,57,25,20,6,57,O3,SC,NORTE,,,,
27/07/2014,37,71,19,17,5,71,O3,SC,NORTE,,,,
28/07/2014,48,61,25,20,9,61,O3,SCB,"SUR, NORTE",,,,
29/07/2014,44,58,31,20,10,58,O3,SC,NORTE,,,,
30/07/2014,49,65,27,17,9,65,O3,SC,NORTE,,,,
31/07/2014,48,63,26,18,16,63,O3,SC,NORTE,,,,
01/08/2014,63,70,31,13,7,70,O3,CB,SUR,,,,
02/08/2014,55,77,26,10,6,77,O3,CB,SUR,,,,
03/08/2014,44,67,20,7,7,67,O3,CB,SUR,,,,
04/08/2014,46,55,22,8,7,55,O3,"OX, CB","CENTRO, SUR",,,,
05/08/2014,54,72,26,10,12,72,O3,CB,SUR,,,,
06/08/2014,40,42,30,15,12,42,O3,OX,CENTRO,,,,
07/08/2014,37,35,28,16,14,37,PM10,AP,NORTE,,,,
08/08/2014,43,45,30,19,9,45,O3,"OX, CB","CENTRO, SUR",,,,
09/08/2014,49,59,33,21,8,59,O3,CB,SUR,,,,
10/08/2014,42,73,24,14,6,73,O3,CB,SUR,,,,
11/08/2014,39,55,26,20,11,55,O3,SC,NORTE,,,,
12/08/2014,34,50,27,13,12,50,O3,SC,NORTE,,,,
13/08/2014,35,52,27,14,16,52,O3,"CB, SC","SUR, NORTE",,,,
14/08/2014,37,39,28,16,15,39,O3,"OX, CB","CENTRO, SUR",,,,
15/08/2014,61,66,26,18,10,66,O3,SC,NORTE,,,,
16/08/2014,35,43,21,12,8,43,O3,SC,NORTE,,,,
17/08/2014,45,51,20,10,9,51,O3,SC,NORTE,,,,
18/08/2014,36,45,26,14,8,45,O3,OX,CENTRO,,,,
19/08/2014,52,44,33,15,11,52,PM10,AP,NORTE,,,,
20/08/2014,69,57,30,17,12,69,PM10,AP,NORTE,,,,
21/08/2014,52,55,29,21,18,55,O3,SC,NORTE,,,,
22/08/2014,59,44,23,18,7,59,PM10,AP,NORTE,,,,
23/08/2014,44,45,22,15,7,45,O3,SC,NORTE,,,,
24/08/2014,29,55,26,13,6,55,O3,SC,NORTE,,,,
25/08/2014,51,58,30,19,14,58,O3,CB,SUR,,,,
26/08/2014,57,77,30,25,10,77,O3,CB,SUR,,,,
27/08/2014,60,63,31,24,14,63,O3,CB,SUR,,,,
28/08/2014,66,69,32,24,15,69,O3,"CB, SC","SUR, NORTE",,,,
29/08/2014,80,72,29,26,15,80,PM10,AP,NORTE,,,,
30/08/2014,57,63,23,20,11,63,O3,SC,NORTE,,,,
31/08/2014,23,65,21,13,8,65,O3,SC,NORTE,,,,
01/09/2014,33,45,28,16,13,45,O3,SC,NORTE,,,,
02/09/2014,33,49,28,21,11,49,O3,SC,NORTE,,,,
03/09/2014,36,29,23,20,14,36,PM10,AP,NORTE,,,,
04/09/2014,33,34,20,16,13,34,O3,SC,NORTE,,,,
05/09/2014,43,73,27,22,9,73,O3,SC,NORTE,,,,
06/09/2014,48,68,25,20,9,68,O3,SC,NORTE,,,,
07/09/2014,30,50,20,13,7,50,O3,SC,NORTE,,,,
08/09/2014,44,41,26,22,9,44,PM10,AP,NORTE,,,,
09/09/2014,43,48,23,23,9,48,O3,SC,NORTE,,,,
10/09/2014,42,43,26,19,14,43,O3,SC,NORTE,,,,
11/09/2014,47,42,24,21,15,47,PM10,AP,NORTE,,,,
12/09/2014,47,37,25,18,9,47,PM10,AP,NORTE,,,,
13/09/2014,56,54,31,23,9,56,PM10,AP,NORTE,,,,
14/09/2014,34,47,16,14,7,47,O3,SC,NORTE,,,,
15/09/2014,33,45,24,21,8,45,O3,SC,NORTE,,,,
16/09/2014,28,35,14,14,11,35,O3,SC,NORTE,,,,
17/09/2014,40,28,17,12,7,40,PM10,SC,NORTE,,,,
18/09/2014,57,31,18,17,11,57,PM10,SC,NORTE,,,,
19/09/2014,67,60,41,25,19,67,PM10,AP,NORTE,,,,
20/09/2014,61,46,33,26,12,61,PM10,AP,NORTE,,,,
21/09/2014,37,62,21,19,9,62,O3,SC,NORTE,,,,
22/09/2014,48,44,24,27,11,48,PM10,AP,NORTE,,,,
23/09/2014,47,45,21,19,12,47,PM10,AP,NORTE,,,,
24/09/2014,47,54,24,18,10,54,O3,SC,NORTE,,,,
25/09/2014,45,54,27,20,12,54,O3,SC,NORTE,,,,
26/09/2014,53,46,30,20,9,53,PM10,AP,NORTE,,,,
27/09/2014,55,53,23,21,9,55,PM10,AP,NORTE,,,,
28/09/2014,37,39,19,16,16,39,O3,SC,NORTE,,,,
29/09/2014,41,45,21,19,7,45,O3,CB,SUR,,,,
30/09/2014,40,31,22,17,18,40,PM10,AP,NORTE,,,,
01/10/2014,51,35,21,18,11,51,PM10,AP,NORTE,,,,
02/10/2014,43,34,17,17,11,43,PM10,AP,NORTE,,,,
03/10/2014,35,38,32,22,7,38,O3,CB,SUR,,,,
04/10/2014,40,50,22,21,7,50,O3,SC,NORTE,,,,
05/10/2014,38,36,20,18,6,38,PM10,AP,NORTE,,,,
06/10/2014,67,35,24,22,7,67,PM10,AP,NORTE,,,,
07/10/2014,51,55,21,21,7,55,O3,SM,SUR,,,,
08/10/2014,64,71,28,22,12,71,O3,SC,NORTE,,,,
09/10/2014,51,55,25,19,9,55,O3,SC,NORTE,,,,
10/10/2014,58,56,33,20,9,58,PM10,AP,NORTE,,,,
11/10/2014,66,63,29,23,9,66,PM10,AP,NORTE,,,,
12/10/2014,48,54,22,17,7,54,O3,SC,NORTE,,,,
13/10/2014,78,68,34,29,8,78,PM10,AP,NORTE,,,,
14/10/2014,65,43,26,26,9,65,PM10,AP,NORTE,,,,
15/10/2014,65,59,28,24,12,65,PM10,AP,NORTE,,,,
16/10/2014,80,53,31,29,18,80,PM10,AP,NORTE,,,,
17/10/2014,59,64,22,21,10,64,O3,SC,NORTE,,,,
18/10/2014,58,21,24,22,9,58,PM10,AP,NORTE,,,,
19/10/2014,44,24,18,20,8,44,PM10,AP,NORTE,,,,
20/10/2014,97,28,24,24,11,97,PM10,AP,NORTE,,,,
21/10/2014,72,31,21,21,7,72,PM10,AP,NORTE,,,,
22/10/2014,87,36,24,24,9,87,PM10,SC,NORTE,,,,
23/10/2014,79,38,23,26,9,79,PM10,AP,NORTE,,,,
24/10/2014,89,36,21,23,9,89,PM10,SC,NORTE,,,,
25/10/2014,95,46,28,23,9,95,PM10,AP,NORTE,,,,
26/10/2014,75,67,30,15,14,75,PM10,SC,NORTE,,,,
27/10/2014,106,92,36,22,12,106,PM10,AP,NORTE,,,,
28/10/2014,106,96,42,20,10,106,PM10,SC,NORTE,,,,
29/10/2014,114,47,39,24,14,114,PM10,SC,NORTE,,,,
30/10/2014,107,43,42,25,15,107,PM10,SC,NORTE,,,,
31/10/2014,102,41,26,25,8,102,PM10,AP,NORTE,,,,
01/11/2014,76,37,27,20,7,76,PM10,SC,NORTE,,,,
02/11/2014,70,47,21,11,7,70,PM10,AP,NORTE,,,,
03/11/2014,107,73,36,22,9,107,PM10,AP,NORTE,,,,
04/11/2014,111,26,33,24,7,111,PM10,SC,NORTE,,,,
05/11/2014,104,28,28,21,7,104,PM10,AP,NORTE,,,,
06/11/2014,102,45,30,19,8,102,PM10,AP,NORTE,,,,
07/11/2014,107,45,38,22,8,107,PM10,AP,NORTE,,,,
08/11/2014,95,25,25,22,8,95,PM10,AP,NORTE,,,,
09/11/2014,73,34,18,17,13,73,PM10,AP,NORTE,,,,
10/11/2014,107,28,25,20,8,107,PM10,MT,SUR,,,,
11/11/2014,80,24,23,18,7,80,PM10,CB,SUR,,,,
12/11/2014,73,19,20,23,6,73,PM10,AP,NORTE,,,,
13/11/2014,109,36,33,24,9,109,PM10,MT,SUR,,,,
14/11/2014,102,34,31,19,8,102,PM10,MT,SUR,,,,
15/11/2014,83,34,26,20,7,83,PM10,AP,NORTE,,,,
16/11/2014,75,41,21,19,5,75,PM10,MT,SUR,,,,
17/11/2014,68,31,25,16,5,68,PM10,SC,NORTE,,,,
18/11/2014,102,22,26,29,7,102,PM10,AP,NORTE,,,,
19/11/2014,105,34,39,28,10,105,PM10,AP,NORTE,,,,
20/11/2014,79,29,26,22,7,79,PM10,"AP, SC",NORTE,,,,
21/11/2014,90,26,28,24,7,90,PM10,AP,NORTE,,,,
22/11/2014,99,29,30,25,7,99,PM10,AP,NORTE,,,,
23/11/2014,61,61,20,17,6,61,"PM10, O3","AP, SC",NORTE,,,,
24/11/2014,104,38,37,27,8,104,PM10,AP,NORTE,,,,
25/11/2014,113,29,26,26,7,113,PM10,AP,NORTE,,,,
26/11/2014,103,43,32,25,7,103,PM10,SC,NORTE,,,,
27/11/2014,116,41,40,30,11,116,PM10,AP,NORTE,,,,
28/11/2014,106,31,36,20,9,106,PM10,AP,NORTE,,,,
29/11/2014,109,44,36,28,10,109,PM10,AP,NORTE,,,,
30/11/2014,106,39,38,27,7,106,PM10,AP,NORTE,,,,
01/12/2014,111,51,55,28,8,111,PM10,AP,NORTE,,,,
02/12/2014,110,49,40,23,8,110,PM10,AP,NORTE,,,,
03/12/2014,107,63,51,21,7,107,PM10,AP,NORTE,,,,
04/12/2014,116,104,53,27,10,116,PM10,AP,NORTE,,,,
05/12/2014,133,116,59,32,11,133,PM10,SC,NORTE,,,,
06/12/2014,130,44,55,30,11,130,PM10,SC,NORTE,,,,
07/12/2014,81,44,38,16,7,81,PM10,SC,NORTE,,,,
08/12/2014,101,43,39,23,8,101,PM10,SC,NORTE,,,,
09/12/2014,104,48,38,25,8,104,PM10,SC,NORTE,,,,
10/12/2014,110,57,47,23,8,110,PM10,SC,NORTE,,,,
11/12/2014,113,41,38,24,10,113,PM10,"AP, SC",NORTE,,,,
12/12/2014,116,42,39,20,9,116,PM10,SM,SUR,,,,
13/12/2014,103,31,34,19,6,103,PM10,SC,NORTE,,,,
14/12/2014,104,29,30,18,6,104,PM10,SC,NORTE,,,,
15/12/2014,108,39,38,21,8,108,PM10,SC,NORTE,,,,
16/12/2014,121,30,35,27,8,121,PM10,SC,NORTE,,,,
17/12/2014,125,34,30,29,8,125,PM10,SC,NORTE,,,,
18/12/2014,125,41,39,29,9,125,PM10,SC,NORTE,,,,
19/12/2014,118,40,36,28,9,118,PM10,SC,NORTE,,,,
20/12/2014,123,29,39,28,8,123,PM10,SC,NORTE,,,,
21/12/2014,119,33,26,27,10,119,PM10,SC,NORTE,,,,
22/12/2014,122,27,37,25,9,122,PM10,SC,NORTE,,,,
23/12/2014,118,19,33,21,8,118,PM10,SC,NORTE,,,,
24/12/2014,42,15,28,26,7,42,PM10,SC,NORTE,,,,
25/12/2014,77,23,19,18,6,77,PM10,SC,NORTE,,,,
26/12/2014,105,19,27,22,7,105,PM10,SC,NORTE,,,,
27/12/2014,103,23,29,26,7,103,PM10,SC,NORTE,,,,
28/12/2014,86,44,28,19,7,86,PM10,SC,NORTE,,,,
29/12/2014,105,34,38,28,8,105,PM10,SC,NORTE,,,,
30/12/2014,118,41,37,26,8,118,PM10,SC,NORTE,,,,
31/12/2014,134,106,56,30,9,134,PM10,SC,NORTE,,,,
01/01/2015,126,31,28,30,7,126,PM10,SC,NORTE,,,,
02/01/2015,113,30,27,26,8,113,PM10,SC,NORTE,,,,
03/01/2015,103,24,29,26,9,103,PM10,SC,NORTE,,,,
04/01/2015,108,40,31,25,8,108,PM10,SC,NORTE,,,,
05/01/2015,74,21,33,23,9,74,PM10,SC,NORTE,,,,
06/01/2015,104,28,32,23,9,104,PM10,SC,NORTE,,,,
