FECHA,PM 10,O3,NO2,CO,SO2,MAXIMO,CONTAMINANTE,EST.,ZONA,,,,
29/12/2017,118,101,41,19,8,122,PM2.5,SM,SUR,,,,
30/12/2017,115,98,28,14,8,120,PM2.5,SM,SUR,,,,
31/12/2017,120,105,30,15,9,137,PM2.5,"SM, SC,","SUR, NORTE",,,,
01/01/2018,251,57,26,43,14,277,PM2.5,SM,SUR,,,,
02/01/2018,207,50,27,15,12,254,PM2.5,SM,SUR,,,,
03/01/2018,112,57,32,14,8,123,PM2.5,SM,SUR,,,,
04/01/2018,111,88,28,13,9,116,PM2.5,SM,SUR,,,,
05/01/2018,115,49,31,14,10,120,PM2.5,SM,SUR,,,,
06/01/2018,119,100,37,16,23,131,PM2.5,SM,SUR,,,,
07/01/2018,115,107,28,16,15,131,PM2.5,SM,SUR,,,,
08/01/2018,117,103,34,19,11,124,PM2.5,SM,SUR,,,,
09/01/2018,123,73,48,20,13,127,PM2.5,SM,SUR,,,,
10/01/2018,132,122,50,21,10,144,PM2.5,SC,NORTE,,,,
11/01/2018,125,48,39,16,8,130,PM2.5,SC,NORTE,,,,
12/01/2018,128,69,40,15,9,128,PM10,SC,NORTE,,,,
13/01/2018,137,63,40,22,11,137,PM10,SC,NORTE,,,,
14/01/2018,135,50,34,16,10,135,PM10,SC,NORTE,,,,
15/01/2018,127,43,37,21,8,127,PM10,SC,NORTE,,,,
16/01/2018,139,92,46,22,8,139,PM10,SC,NORTE,,,,
17/01/2018,135,65,40,20,8,135,PM10,SC,NORTE,,,,
18/01/2018,134,90,36,20,8,134,PM10,SC,NORTE,,,,
19/01/2018,134,86,49,23,7,134,PM10,SC,NORTE,,,,
20/01/2018,128,47,31,21,7,128,PM10,SC,NORTE,,,,
21/01/2018,120,44,30,22,7,120,PM10,SC,NORTE,,,,
22/01/2018,118,47,30,19,7,118,PM10,SC,NORTE,,,,
23/01/2018,122,43,30,19,7,122,PM10,SC,NORTE,,,,
24/01/2018,119,49,28,17,6,119,PM10,SC,NORTE,,,,
25/01/2018,106,37,26,12,6,107,PM2.5,SM,SUR,,,,
26/01/2018,105,46,33,16,6,105,PM10,SM,SUR,,,,
27/01/2018,104,61,40,15,8,114,PM2.5,SM,SUR,,,,
28/01/2018,93,36,22,12,8,114,PM2.5,SM,SUR,,,,
29/01/2018,64,32,18,8,6,93,PM2.5,SM,SUR,,,,
30/01/2018,99,41,28,13,8,99,PM10,SM,SUR,,,,
31/01/2018,117,33,36,18,10,129,PM2.5,SM,SUR,,,,
01/02/2018,117,49,25,21,8,126,PM2.5,SM,SUR,,,,
02/02/2018,115,88,33,21,10,115,PM10,SC,NORTE,,,,
03/02/2018,120,92,26,21,9,120,PM10,SC,NORTE,,,,
04/02/2018,117,78,32,17,8,117,PM10,SC,NORTE,,,,
05/02/2018,113,61,30,17,8,115,PM10,SM,SUR,,,,
06/02/2018,122,51,35,23,7,122,"PM10, PM2.5",SC,NORTE,,,,
07/02/2018,121,88,42,18,9,121,PM10,SM,SUR,,,,
08/02/2018,126,53,21,15,8,126,PM10,SM,SUR,,,,
09/02/2018,123,32,22,17,6,123,PM10,SM,SUR,,,,
10/02/2018,102,34,20,13,6,102,PM10,SM,SUR,,,,
11/02/2018,100,35,22,18,7,100,"PM10, PM2.5",SC,NORTE,,,,
12/02/2018,106,46,22,17,7,106,PM10,SC,NORTE,,,,
13/02/2018,110,49,20,14,6,110,PM10,SC,NORTE,,,,
14/02/2018,110,41,23,19,6,110,PM10,SC,NORTE,,,,
15/02/2018,113,109,30,18,6,113,PM10,SC,NORTE,,,,
16/02/2018,124,131,27,19,12,131,O3,SC,NORTE,,,,
17/02/2018,124,102,27,19,11,124,PM10,SC,NORTE,,,,
18/02/2018,118,106,29,19,7,118,PM10,SC,NORTE,,,,
19/02/2018,116,57,25,17,6,116,PM10,SC,NORTE,,,,
20/02/2018,117,49,24,18,6,117,PM10,SM,SUR,,,,
21/02/2018,121,65,42,17,7,121,PM10,SM,SUR,,,,
22/02/2018,126,103,32,19,7,126,PM10,"SM, SC","SUR, NORTE",,,,
23/02/2018,123,122,30,18,7,123,PM10,SM,SUR,,,,
24/02/2018,112,107,27,12,7,112,PM10,SM,SUR,,,,
25/02/2018,100,96,24,10,14,103,PM2.5,SM,SUR,,,,
26/02/2018,93,90,27,12,13,100,PM2.5,SM,SUR,,,,
27/02/2018,102,88,27,15,6,104,PM2.5,SC,NORTE,,,,
28/02/2018,110,108,26,12,6,112,PM2.5,SC,NORTE,,,,
01/03/2018,115,126,28,12,7,126,O3,MT,SUR,,,,
02/03/2018,117,61,31,12,7,117,PM10,SM,SUR,,,,
03/03/2018,117,107,34,12,9,117,PM10,"SM, SC","SUR, NORTE",,,,
04/03/2018,119,96,31,14,8,119,PM10,SC,NORTE,,,,
05/03/2018,113,106,40,14,7,113,PM10,SC,NORTE,,,,
06/03/2018,111,98,31,15,7,111,PM10,SC,NORTE,,,,
07/03/2018,112,94,31,14,7,113,PM2.5,"SM, SC","SUR, NORTE",,,,
08/03/2018,110,86,32,18,8,114,PM2.5,SM,SUR,,,,
09/03/2018,106,107,30,16,6,107,O3,MT,SUR,,,,
10/03/2018,108,106,30,15,7,108,PM10,SC,NORTE,,,,
11/03/2018,107,78,26,11,8,107,PM10,SC,NORTE,,,,
12/03/2018,110,61,30,13,8,110,PM10,SM,SUR,,,,
13/03/2018,115,78,28,13,8,115,PM10,SM,SUR,,,,
14/03/2018,114,120,27,12,7,120,O3,SC,NORTE,,,,
15/03/2018,114,88,24,15,7,114,PM10,SM,SUR,,,,
16/03/2018,113,82,35,17,7,113,PM10,SC,NORTE,,,,
17/03/2018,117,73,38,17,7,117,PM10,SC,NORTE,,,,
18/03/2018,117,78,26,16,7,117,PM10,SC,NORTE,,,,
19/03/2018,109,61,26,12,6,109,PM10,SC,NORTE,,,,
20/03/2018,115,100,49,15,8,115,PM10,SM,SUR,,,,
21/03/2018,121,73,25,15,8,121,PM10,SM,SUR,,,,
22/03/2018,117,65,40,14,7,117,PM10,SM,SUR,,,,
23/03/2018,111,76,44,13,7,111,PM10,SC,NORTE,,,,
24/03/2018,114,63,34,16,7,122,PM2.5,SM,SUR,,,,
25/03/2018,116,80,30,15,7,117,PM2.5,SM,SUR,,,,
26/03/2018,117,118,25,16,7,134,PM2.5,SM,SUR,,,,
27/03/2018,115,104,30,13,7,127,PM2.5,SM,SUR,,,,
28/03/2018,123,49,25,13,7,123,PM10,SM,SUR,,,,
29/03/2018,122,44,25,14,6,122,"PM10, PM2.5",SM,SUR,,,,
30/03/2018,112,44,22,12,7,117,PM2.5,SM,SUR,,,,
31/03/2018,106,48,28,12,11,114,PM2.5,SM,SUR,,,,
01/04/2018,106,57,24,16,11,106,"PM10, PM2.5",SC,NORTE,,,,
02/04/2018,102,76,28,18,7,105,PM2.5,SC,NORTE,,,,
03/04/2018,102,50,25,18,6,106,PM2.5,SM,SUR,,,,
04/04/2018,106,106,30,14,7,106,"PM10, O3",SC,NORTE,,,,
05/04/2018,107,104,26,13,7,107,PM10,SC,NORTE,,,,
06/04/2018,110,46,23,9,7,110,PM10,SC,NORTE,,,,
07/04/2018,112,45,27,12,6,112,PM10,SC,NORTE,,,,
08/04/2018,110,61,25,13,8,110,PM10,SC,NORTE,,,,
09/04/2018,113,73,23,15,8,113,PM10,SC,NORTE,,,,
10/04/2018,114,114,36,13,7,122,PM2.5,SM,SUR,,,,
11/04/2018,113,49,21,12,6,121,PM2.5,SM,SUR,,,,
12/04/2018,99,46,30,13,6,110,PM2.5,SM,SUR,,,,
13/04/2018,108,49,35,16,6,108,PM10,SM,SUR,,,,
14/04/2018,110,43,22,13,6,110,PM10,SM,SUR,,,,
15/04/2018,111,39,23,14,5,111,PM10,SC,NORTE,,,,
16/04/2018,112,57,30,17,6,112,"PM10, PM2.5",SM,SUR,,,,
17/04/2018,112,51,28,13,6,112,"PM10, PM2.5",SM,SUR,,,,
18/04/2018,108,45,23,12,6,111,PM2.5,SM,SUR,,,,
19/04/2018,115,76,31,12,6,117,PM2.5,SM,SUR,,,,
20/04/2018,115,73,27,12,7,115,PM10,SM,SUR,,,,
21/04/2018,120,57,32,15,7,125,PM2.5,SM,SUR,,,,
22/04/2018,113,90,30,20,6,120,PM2.5,SM,SUR,,,,
23/04/2018,91,80,32,20,6,104,PM2.5,SM,SUR,,,,
24/04/2018,94,49,28,14,6,106,PM2.5,SM,SUR,,,,
25/04/2018,101,49,29,15,5,107,PM2.5,SM,SUR,,,,
26/04/2018,108,50,40,19,6,108,PM10,SC,NORTE,,,,
27/04/2018,117,80,29,12,5,117,PM10,SM,SUR,,,,
28/04/2018,117,47,26,12,5,117,PM10,SM,SUR,,,,
29/04/2018,112,105,29,13,5,118,PM2.5,SC,NORTE,,,,
30/04/2018,111,61,34,15,5,118,PM2.5,SC,NORTE,,,,
01/05/2018,103,48,30,13,5,103,PM10,SM,SUR,,,,
02/05/2018,102,39,25,12,5,102,PM10,SM,SUR,,,,
03/05/2018,107,71,34,14,5,107,PM10,SC,NORTE,,,,
04/05/2018,104,92,26,14,6,108,PM2.5,SM,SUR,,,,
05/05/2018,84,44,21,10,6,108,PM2.5,SM,SUR,,,,
06/05/2018,58,41,20,8,7,88,PM2.5,SM,SUR,,,,
07/05/2018,80,39,26,13,9,91,PM2.5,SM,SUR,,,,
08/05/2018,83,28,23,13,7,96,PM2.5,SM,SUR,,,,
09/05/2018,52,49,26,10,6,84,PM2.5,SM,SUR,,,,
10/05/2018,99,65,24,10,9,99,PM10,SC,NORTE,,,,
11/05/2018,103,92,31,12,9,105,PM2.5,SC,NORTE,,,,
12/05/2018,103,101,24,12,6,104,PM2.5,"SM, SC","SUR, NORTE",,,,
13/05/2018,87,90,20,9,5,103,PM2.5,SM,SUR,,,,
14/05/2018,88,76,44,11,5,106,PM2.5,SM,SUR,,,,
15/05/2018,102,71,68,11,8,111,PM2.5,SM,SUR,,,,
16/05/2018,103,69,48,12,8,105,PM2.5,SM,SUR,,,,
17/05/2018,103,46,27,10,8,103,PM10,SC,NORTE,,,,
18/05/2018,105,50,39,11,7,105,PM10,CB,SUR,,,,
19/05/2018,112,57,28,11,6,112,PM10,CB,SUR,,,,
20/05/2018,109,65,29,9,6,109,PM10,CB,SUR,,,,
21/05/2018,86,50,32,18,6,94,PM2.5,SM,SUR,,,,
22/05/2018,94,49,32,18,6,106,PM2.5,SM,SUR,,,,
23/05/2018,104,80,30,13,6,107,PM2.5,SM,SUR,,,,
24/05/2018,113,67,37,12,9,113,PM10,SC,NORTE,,,,
25/05/2018,110,44,32,9,7,110,PM10,SC,NORTE,,,,
26/05/2018,103,59,59,9,11,103,PM10,SC,NORTE,,,,
27/05/2018,97,59,76,7,11,97,PM10,SC,NORTE,,,,
28/05/2018,104,48,74,10,7,104,PM10,CB,SUR,,,,
29/05/2018,105,42,88,10,9,105,PM10,SC,NORTE,,,,
30/05/2018,113,46,83,13,7,113,PM10,SC,NORTE,,,,
31/05/2018,115,46,66,14,7,115,PM10,SC,NORTE,,,,
01/06/2018,114,82,29,12,11,114,PM10,SC,NORTE,,,,
02/06/2018,107,71,20,7,13,107,PM10,SC,NORTE,,,,
03/06/2018,101,43,18,6,11,101,PM10,SC,NORTE,,,,
04/06/2018,97,84,20,8,8,97,PM10,SC,NORTE,,,,
05/06/2018,108,121,21,9,9,121,O3,CB,SUR,,,,
06/06/2018,108,86,21,11,7,108,PM10,SM,SUR,,,,
07/06/2018,106,105,23,11,7,106,"PM10, PM2.5","CB, SM",SUR,,,,
08/06/2018,103,86,19,9,5,103,PM10,CB,SUR,,,,
09/06/2018,81,48,27,9,5,84,PM2.5,SM,SUR,,,,
10/06/2018,64,43,17,9,5,85,PM2.5,SM,SUR,,,,
11/06/2018,76,39,21,8,5,79,PM2.5,SM,SUR,,,,
12/06/2018,71,32,17,10,5,85,PM2.5,SM,SUR,,,,
13/06/2018,60,31,20,11,5,81,PM2.5,SM,SUR,,,,
14/06/2018,29,29,13,10,5,69,PM2.5,SM,SUR,,,,
15/06/2018,46,34,18,10,5,70,PM2.5,SM,SUR,,,,
16/06/2018,64,61,15,10,6,81,PM2.5,SM,SUR,,,,
17/06/2018,64,29,11,8,6,81,PM2.5,SM,SUR,,,,
18/06/2018,44,23,12,11,5,64,PM2.5,SM,SUR,,,,
19/06/2018,33,26,15,10,4,66,PM2.5,SM,SUR,,,,
20/06/2018,48,38,13,9,4,67,PM2.5,SM,SUR,,,,
21/06/2018,65,36,19,9,5,75,PM2.5,SM,SUR,,,,
22/06/2018,65,27,11,10,5,75,PM2.5,SM,SUR,,,,
23/06/2018,46,39,16,9,5,72,PM2.5,SM,SUR,,,,
24/06/2018,52,69,20,12,5,82,PM2.5,SM,SUR,,,,
25/06/2018,63,45,18,12,5,84,PM2.5,SM,SUR,,,,
26/06/2018,57,36,18,15,5,79,PM2.5,SM,SUR,,,,
27/06/2018,52,34,15,14,5,79,PM2.5,SM,SUR,,,,
28/06/2018,44,39,20,13,5,78,PM2.5,SM,SUR,,,,
29/06/2018,61,28,20,19,6,85,PM2.5,SM,SUR,,,,
30/06/2018,76,59,16,16,6,99,PM2.5,SM,SUR,,,,
01/07/2018,80,49,15,9,6,97,PM2.5,SM,SUR,,,,
02/07/2018,95,76,24,11,5,95,PM10,SC,NORTE,,,,
03/07/2018,95,37,15,10,6,95,PM10,SC,NORTE,,,,
04/07/2018,82,49,23,14,5,94,PM2.5,SC,NORTE,,,,
05/07/2018,88,57,16,10,5,93,PM2.5,SC,NORTE,,,,
06/07/2018,86,33,14,8,5,86,PM10,SC,NORTE,,,,
07/07/2018,72,44,13,8,6,91,PM2.5,SC,NORTE,,,,
08/07/2018,59,39,22,9,5,97,PM2.5,SC,NORTE,,,,
09/07/2018,59,51,24,12,5,96,PM2.5,SC,NORTE,,,,
10/07/2018,59,40,18,12,5,90,PM2.5,SC,NORTE,,,,
11/07/2018,63,37,17,11,6,87,PM2.5,SC,NORTE,,,,
12/07/2018,81,46,17,11,6,94,PM2.5,SC,NORTE,,,,
13/07/2018,101,48,24,13,6,101,PM10,SC,NORTE,,,,
14/07/2018,83,41,19,12,6,83,PM10,SC,NORTE,,,,
15/07/2018,113,42,16,10,5,113,PM10,SC,NORTE,,,,
16/07/2018,112,49,24,10,5,112,PM10,SC,NORTE,,,,
17/07/2018,106,46,22,10,6,106,PM10,SC,NORTE,,,,
18/07/2018,86,90,20,14,5,93,PM2.5,SC,NORTE,,,,
19/07/2018,92,59,20,10,6,92,PM10,SC,NORTE,,,,
20/07/2018,103,65,20,10,6,103,PM10,SC,NORTE,,,,
21/07/2018,96,40,17,12,5,96,PM10,SC,NORTE,,,,
22/07/2018,91,69,26,10,6,91,PM10,SC,NORTE,,,,
23/07/2018,96,51,20,12,6,96,PM10,SC,NORTE,,,,
24/07/2018,95,61,21,12,6,95,PM10,SC,NORTE,,,,
25/07/2018,84,94,22,11,6,94,O3,MT,SUR,,,,
26/07/2018,90,63,20,11,6,90,PM10,SC,NORTE,,,,
27/07/2018,84,46,22,14,6,90,PM2.5,SC,NORTE,,,,
28/07/2018,78,45,26,11,6,90,PM2.5,SC,NORTE,,,,
29/07/2018,103,48,22,15,6,109,PM2.5,SC,NORTE,,,,
30/07/2018,101,61,20,11,6,101,PM10,SC,NORTE,,,,
31/07/2018,86,98,28,14,6,98,O3,CB,SUR,,,,
01/08/2018,81,57,20,15,6,88,PM2.5,SC,NORTE,,,,
02/08/2018,57,48,17,9,6,73,PM2.5,SC,NORTE,,,,
03/08/2018,50,46,24,11,6,66,PM2.5,SC,NORTE,,,,
04/08/2018,31,37,16,10,6,69,PM2.5,MT,SUR,,,,
05/08/2018,31,39,20,12,6,69,PM2.5,MT,SUR,,,,
06/08/2018,29,34,13,13,6,69,PM2.5,MT,SUR,,,,
07/08/2018,43,41,16,13,6,66,PM2.5,MT,SUR,,,,
08/08/2018,41,46,17,11,6,69,PM2.5,MT,SUR,,,,
09/08/2018,34,40,20,11,5,67,PM2.5,MT,SUR,,,,
10/08/2018,33,51,17,13,6,67,PM2.5,MT,SUR,,,,
11/08/2018,73,47,27,12,6,84,PM2.5,SC,NORTE,,,,
12/08/2018,63,40,18,9,6,81,PM2.5,SC,NORTE,,,,
13/08/2018,44,27,25,14,5,63,PM2.5,SC,NORTE,,,,
14/08/2018,63,33,19,14,5,75,PM2.5,SC,NORTE,,,,
15/08/2018,65,31,26,13,6,75,PM2.5,SC,NORTE,,,,
16/08/2018,57,49,23,13,6,72,PM2.5,SC,NORTE,,,,
17/08/2018,73,69,37,13,6,73,"PM10, PM2.5",SC,NORTE,,,,
18/08/2018,67,78,26,11,6,78,O3,SM,SUR,,,,
19/08/2018,60,49,17,9,6,72,PM2.5,SC,NORTE,,,,
20/08/2018,60,59,40,14,6,72,PM2.5,SC,NORTE,,,,
21/08/2018,61,35,17,15,6,72,PM2.5,SC,NORTE,,,,
22/08/2018,51,42,17,12,6,61,PM2.5,SC,NORTE,,,,
23/08/2018,49,38,19,13,6,67,PM2.5,SC,NORTE,,,,
24/08/2018,49,35,22,15,6,69,PM2.5,SC,NORTE,,,,
25/08/2018,60,98,18,14,6,98,O3,CB,SUR,,,,
26/08/2018,60,44,17,12,6,79,PM2.5,SC,NORTE,,,,
27/08/2018,63,53,21,16,6,78,PM2.5,SC,NORTE,,,,
28/08/2018,50,30,17,12,6,70,PM2.5,SC,NORTE,,,,
29/08/2018,51,34,17,16,6,66,PM2.5,SC,NORTE,,,,
30/08/2018,74,46,16,14,8,74,PM10,SC,NORTE,,,,
31/08/2018,67,43,18,12,7,72,PM2.5,SC,NORTE,,,,
01/09/2018,65,39,17,15,7,72,PM2.5,SC,NORTE,,,,
02/09/2018,74,69,21,15,6,81,PM2.5,SC,NORTE,,,,
03/09/2018,55,51,24,15,6,79,PM2.5,SC,NORTE,,,,
04/09/2018,76,73,18,20,7,81,PM2.5,SC,NORTE,,,,
05/09/2018,73,39,15,19,7,78,PM2.5,SC,NORTE,,,,
06/09/2018,51,29,15,10,6,67,PM2.5,SC,NORTE,,,,
07/09/2018,78,48,33,13,7,84,PM2.5,SC,NORTE,,,,
08/09/2018,93,71,36,14,7,103,PM2.5,SC,NORTE,,,,
09/09/2018,76,71,26,10,6,96,PM2.5,SC,NORTE,,,,
10/09/2018,78,44,23,12,6,87,PM2.5,MT,SUR,,,,
11/09/2018,97,36,19,10,6,97,PM10,SC,NORTE,,,,
12/09/2018,86,44,20,11,6,86,PM10,SC,NORTE,,,,
13/09/2018,45,44,38,12,6,66,PM2.5,CE,CENTRO,,,,
14/09/2018,48,31,18,17,7,67,PM2.5,SC,NORTE,,,,
15/09/2018,63,34,16,12,6,63,"PM10, PM2.5",SC,NORTE,,,,
16/09/2018,57,36,14,10,5,64,PM2.5,SC,NORTE,,,,
17/09/2018,51,35,26,15,6,64,PM2.5,SC,NORTE,,,,
18/09/2018,67,37,32,15,6,76,PM2.5,"CE, MT, SC","CENTRO, SUR,",,,,
19/09/2018,99,80,25,17,6,99,PM10,SC,NORTE,,,,
20/09/2018,96,100,25,11,8,100,O3,SM,SUR,,,,
21/09/2018,70,31,18,14,8,73,PM2.5,SC,NORTE,,,,
22/09/2018,70,35,17,12,4,70,"PM10, PM2.5",SC,NORTE,,,,
23/09/2018,65,41,16,10,4,72,PM2.5,SC,NORTE,,,,
24/09/2018,61,63,26,12,5,69,PM2.6,SC,NORTE,,,,
25/09/2018,61,40,17,14,5,70,PM2.5,CE,CENTRO,,,,
26/09/2018,57,38,22,13,5,66,PM2.5,SC,NORTE,,,,
27/09/2018,57,34,15,12,5,66,PM2.5,SC,NORTE,,,,
28/09/2018,52,44,14,12,5,64,PM2.5,SC,NORTE,,,,
29/09/2018,63,44,15,15,5,72,PM2.5,SC,NORTE,,,,
30/09/2018,63,41,17,11,5,72,PM2.5,SC,NORTE,,,,
01/10/2018,76,44,14,11,6,76,PM10,SC,NORTE,,,,
02/10/2018,99,47,13,14,5,99,PM10,SC,NORTE,,,,
03/10/2018,94,41,17,10,4,94,PM10,SC,NORTE,,,,
04/10/2018,81,44,18,12,4,81,PM10,SC,NORTE,,,,
05/10/2018,67,47,24,12,4,72,PM2.5,SC,NORTE,,,,
06/10/2018,73,55,24,15,5,88,PM2.5,SC,NORTE,,,,
07/10/2018,65,49,14,12,5,91,PM2.5,SC,NORTE,,,,
08/10/2018,68,43,22,19,4,85,PM2.5,SC,NORTE,,,,
09/10/2018,100,39,18,21,4,100,PM10,SC,NORTE,,,,
10/10/2018,81,46,20,14,4,81,PM10,SC,NORTE,,,,
11/10/2018,93,34,20,12,4,93,PM10,SC,NORTE,,,,
12/10/2018,86,57,17,15,4,86,PM10,SC,NORTE,,,,
13/10/2018,81,24,15,13,4,81,PM10,SC,NORTE,,,,
14/10/2018,102,19,9,13,4,102,PM10,SC,NORTE,,,,
15/10/2018,88,21,10,12,4,88,PM10,SC,NORTE,,,,
16/10/2018,86,28,13,15,4,86,PM10,SC,NORTE,,,,
17/10/2018,64,28,12,11,4,64,"PM10, PM2.5",SC,NORTE,,,,
18/10/2018,50,23,16,12,4,60,PM2.5,SC,NORTE,,,,
19/10/2018,94,36,18,13,4,94,PM10,SC,NORTE,,,,
20/10/2018,86,34,12,13,4,86,PM10,SC,NORTE,,,,
21/10/2018,57,26,12,12,4,64,PM2.5,SC,NORTE,,,,
22/10/2018,54,31,11,18,4,63,PM2.5,SC,NORTE,,,,
23/10/2018,102,24,12,13,4,102,PM10,SC,NORTE,,,,
24/10/2018,105,41,17,15,5,105,PM10,SC,NORTE,,,,
25/10/2018,102,78,20,16,5,102,PM10,SC,NORTE,,,,
26/10/2018,110,98,20,12,6,110,PM10,SC,NORTE,,,,
27/10/2018,104,63,23,13,6,104,PM10,SC,NORTE,,,,
28/10/2018,88,36,11,9,6,88,PM10,SC,NORTE,,,,
29/10/2018,77,37,19,11,6,77,PM10,SC,NORTE,,,,
30/10/2018,101,44,22,12,6,101,PM10,SC,NORTE,,,,
31/10/2018,113,39,21,13,6,113,PM10,SC,NORTE,,,,
01/11/2018,116,29,17,13,6,116,PM10,SC,NORTE,,,,
02/11/2018,103,27,14,12,5,103,PM10,SC,NORTE,,,,
03/11/2018,51,26,11,11,5,69,PM2.5,MT,SUR,,,,
04/11/2018,49,24,11,13,5,63,PM2.5,OX,CENTRO,,,,
05/11/2018,94,26,16,11,5,94,PM10,SC,NORTE,,,,
06/11/2018,115,31,25,16,5,115,PM10,SC,NORTE,,,,
07/11/2018,135,49,27,16,6,135,PM10,SC,NORTE,,,,
08/11/2018,130,47,35,14,6,130,PM10,SC,NORTE,,,,
09/11/2018,126,43,26,12,6,126,PM10,SC,NORTE,,,,
10/11/2018,120,41,16,11,6,120,PM10,SC,NORTE,,,,
11/11/2018,115,78,26,11,5,115,PM10,SC,NORTE,,,,
12/11/2018,122,41,21,18,5,122,PM10,SC,NORTE,,,,
13/11/2018,123,26,21,20,6,123,PM10,SC,NORTE,,,,
14/11/2018,109,21,25,26,5,109,PM10,SC,NORTE,,,,
15/11/2018,113,44,24,27,5,113,PM10,SC,NORTE,,,,
16/11/2018,135,44,21,19,6,135,PM10,SC,NORTE,,,,
17/11/2018,130,80,21,17,6,130,PM10,SC,NORTE,,,,
18/11/2018,123,40,30,18,6,123,PM10,SC,NORTE,,,,
19/11/2018,126,82,29,18,6,126,PM10,SC,NORTE,,,,
20/11/2018,144,40,39,24,7,144,PM10,SC,NORTE,,,,
21/11/2018,146,41,26,36,7,146,PM10,SC,NORTE,,,,
22/11/2018,140,105,43,30,7,140,PM10,SC,NORTE,,,,
23/11/2018,130,96,37,19,7,130,PM10,SC,NORTE,,,,
24/11/2018,135,100,26,16,7,135,PM10,SC,NORTE,,,,
25/11/2018,120,39,21,16,7,120,PM10,SC,NORTE,,,,
26/11/2018,126,31,24,17,7,126,PM10,SC,NORTE,,,,
27/11/2018,130,35,27,16,6,130,PM10,SC,NORTE,,,,
28/11/2018,121,26,17,10,6,121,PM10,SC,NORTE,,,,
29/11/2018,108,26,16,10,5,108,PM10,SC,NORTE,,,,
30/11/2018,55,19,14,10,6,55,PM10,SC,NORTE,,,,
01/12/2018,86,32,12,10,6,86,PM10,SC,NORTE,,,,
02/12/2018,100,76,16,12,7,100,PM10,SC,NORTE,,,,
03/12/2018,116,63,35,17,7,116,PM10,SC,NORTE,,,,
04/12/2018,129,32,28,17,7,129,PM10,SC,NORTE,,,,
05/12/2018,120,41,22,14,7,120,PM10,SC,NORTE,,,,
06/12/2018,116,55,35,13,7,116,PM10,SC,NORTE,,,,
07/12/2018,117,27,24,12,7,117,PM10,SC,NORTE,,,,
08/12/2018,129,36,21,17,7,129,PM10,SC,NORTE,,,,
09/12/2018,121,39,17,18,8,121,PM10,SC,NORTE,,,,
10/12/2018,114,44,20,14,7,114,PM10,SC,NORTE,,,,
11/12/2018,109,51,27,12,7,109,PM10,SC,NORTE,,,,
12/12/2018,117,41,24,12,7,117,PM10,SC,NORTE,,,,
13/12/2018,119,31,20,15,7,119,PM10,SC,NORTE,,,,
14/12/2018,126,40,23,16,7,126,PM10,SC,NORTE,,,,
15/12/2018,132,80,35,20,7,132,PM10,SC,NORTE,,,,
16/12/2018,135,136,28,20,8,136,O3,OX,CENTRO,,,,
17/12/2018,135,120,34,18,8,135,PM10,SC,NORTE,,,,
18/12/2018,132,103,31,14,7,132,PM10,SC,NORTE,,,,
19/12/2018,127,41,20,11,7,127,PM10,SC,NORTE,,,,
20/12/2018,118,40,25,18,9,118,PM10,SC,NORTE,,,,
21/12/2018,143,46,41,24,11,143,PM10,SC,NORTE,,,,
22/12/2018,149,102,43,23,10,149,PM10,SC,NORTE,,,,
23/12/2018,162,116,34,27,11,162,PM10,SC,NORTE,,,,
24/12/2018,159,78,30,22,11,159,PM10,SC,NORTE,,,,
25/12/2018,156,94,34,65,12,185,PM2.5,OX,CENTRO,,,,
26/12/2018,135,41,28,20,9,166,PM2.5,OX,CENTRO,,,,
27/12/2018,139,33,18,21,7,139,PM10,SC,NORTE,,,,
28/12/2018,135,35,24,24,7,135,PM10,SC,NORTE,,,,
29/12/2018,146,43,22,29,7,146,PM10,SC,NORTE,,,,
30/12/2018,133,33,21,21,7,133,PM10,SC,NORTE,,,,
31/12/2018,133,36,23,28,6,133,PM10,SC,NORTE,,,,
